bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8952,  NaN, 1, 0.9258, 0.3779 
-222.0000,  NaN, 0.0985, 2, -0.6643, -0.7474 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
0.1286, -0.1350, 0.1286, 2, -0.1269, -0.9919 
0.1794, 0.0519, 0.1794, 2, 0.0189, -0.9998 
0.2301, 0.2189, 0.2301, 1, 0.1455, -0.9894 
0.2808, 0.3836, 0.2808, 1, 0.2605, -0.9655 
0.3315, 0.5180, 0.3315, 1, 0.3548, -0.9349 
0.3823, 0.6276, 0.3823, 1, 0.4254, -0.9050 
0.4330, 0.7798, 0.4330, 1, 0.5317, -0.8470 
0.4837, 0.9320, 0.4837, 1, 0.6343, -0.7731 
0.5345, 1.2425, 0.5345, 2, 0.7953, -0.6062 
0.5852, 1.3310, 0.5852, 2, 0.8476, -0.5307 
0.6359, 1.4193, 0.6359, 1, 0.8852, -0.4652 
0.6866, 1.5035, 0.6866, 2, 0.9155, -0.4022 
0.7374, 1.6327, 0.7374, 2, 0.9611, -0.2761 
0.7881, 1.7238, 0.7881, 1, 0.9916, -0.1296 
0.8388, 1.7980, 0.8388, 1, 0.9992, 0.0389 
0.8895, 1.8952, 0.8547, 2, 0.9258, 0.3779 
0.9403, 1.8952, 0.8547, 2, 0.9258, 0.3779 
0.9910, 1.8952, 0.8547, 2, 0.9258, 0.3779 
