bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.4610,  NaN, 1, -0.3847, 0.9230 
-222.0000,  NaN, -3.0866, 1, 0.5825, 0.8128 
-2.9904, 3.3872, -2.9904, 1, 0.3726, 0.9280 
-2.6238, 4.1489, -2.6238, 1, 0.0613, 0.9981 
-2.2572, 4.3688, -2.2572, 2, -0.1539, 0.9881 
-1.8906, 4.4493, -1.8907, 2, -0.3114, 0.9503 
-1.5240, 4.4610, -1.6612, 1, -0.3847, 0.9230 
-1.1574, 4.4610, -1.6612, 2, -0.3847, 0.9230 
-0.7908, 4.4610, -1.6612, 1, -0.3847, 0.9230 
-0.4243, 4.4610, -1.6612, 1, -0.3847, 0.9230 
-0.0577, 4.4610, -1.6612, 2, -0.3847, 0.9230 
0.3089, 4.4610, -1.6612, 2, -0.3847, 0.9230 
0.6755, 4.4610, -1.6612, 1, -0.3847, 0.9230 
1.0421, 4.4610, -1.6612, 1, -0.3847, 0.9230 
1.4087, 4.4610, -1.6612, 2, -0.3847, 0.9230 
1.7752, 4.4610, -1.6613, 1, -0.3847, 0.9231 
2.1418, 4.4610, -1.6612, 2, -0.3847, 0.9230 
2.5084, 4.4610, -1.6612, 1, -0.3847, 0.9230 
2.8750, 4.4610, -1.6612, 2, -0.3847, 0.9230 
3.2416, 4.4610, -1.6612, 2, -0.3847, 0.9230 
3.6082, 4.4610, -1.6612, 1, -0.3847, 0.9230 
3.9748, 4.4610, -1.6612, 1, -0.3847, 0.9230 
