bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.4683,  NaN, 1, -0.4287, 0.9034 
-222.0000,  NaN, -3.1098, 1, 0.5954, 0.8034 
-2.9904, 3.1152, -2.9904, 1, 0.3466, 0.9380 
-2.6238, 3.7827, -2.6238, 1, 0.1049, 0.9945 
-2.2572, 4.1495, -2.2572, 1, -0.1028, 0.9947 
-1.8906, 4.3453, -1.8906, 2, -0.2486, 0.9686 
-1.5240, 4.4421, -1.5240, 1, -0.3481, 0.9374 
-1.1574, 4.4683, -1.2634, 1, -0.4287, 0.9035 
-0.7908, 4.4683, -1.2632, 1, -0.4287, 0.9034 
-0.4243, 4.4683, -1.2632, 1, -0.4287, 0.9034 
-0.0577, 4.4683, -1.2632, 1, -0.4287, 0.9034 
0.3089, 4.4683, -1.2632, 1, -0.4287, 0.9034 
0.6755, 4.4683, -1.2632, 1, -0.4287, 0.9034 
1.0421, 4.4683, -1.2632, 1, -0.4287, 0.9034 
1.4087, 4.4683, -1.2633, 2, -0.4287, 0.9034 
1.7752, 4.4683, -1.2632, 1, -0.4287, 0.9034 
2.1418, 4.4683, -1.2632, 1, -0.4287, 0.9034 
2.5084, 4.4683, -1.2632, 1, -0.4287, 0.9034 
2.8750, 4.4683, -1.2632, 1, -0.4287, 0.9034 
3.2416, 4.4683, -1.2632, 2, -0.4287, 0.9034 
3.6082, 4.4683, -1.2632, 1, -0.4287, 0.9034 
3.9748, 4.4683, -1.2632, 2, -0.4287, 0.9034 
