bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 0.9991,  NaN, 1, 0.4216, 0.9068 
-222.0000,  NaN, -2.9988, 1, 0.4959, -0.8684 
-2.9413, 0.4284, -2.9413, 2, 0.6299, -0.7766 
-2.5789, 0.5799, -2.5789, 1, 0.8673, -0.4977 
-2.2165, 0.6740, -2.2165, 1, 0.9516, -0.3073 
-1.8541, 0.7081, -1.8541, 1, 0.9916, -0.1296 
-1.4917, 0.7552, -1.4917, 1, 1.0000, -0.0005 
-1.1292, 0.7698, -1.2271, 2, 0.9952, 0.0974 
-0.7668, 0.7698, -1.2271, 2, 0.9952, 0.0974 
-0.4044, 0.7698, -1.2271, 2, 0.9952, 0.0974 
-0.0420, 0.7698, -1.2271, 2, 0.9952, 0.0974 
0.3205, 0.7938, 0.3201, 2, 0.8605, 0.5094 
0.6829, 0.7698, -1.2271, 2, 0.9952, 0.0974 
1.0453, 0.8733, 1.0453, 2, 0.7651, 0.6440 
1.4077, 0.9014, 1.4077, 1, 0.6994, 0.7147 
1.7701, 0.9398, 1.7701, 2, 0.6006, 0.7996 
2.1326, 0.9812, 2.1325, 2, 0.5065, 0.8623 
2.4950, 0.9991, 2.4309, 1, 0.4216, 0.9068 
2.8574, 0.9991, 2.4309, 2, 0.4216, 0.9068 
3.2198, 0.9991, 2.4309, 1, 0.4216, 0.9068 
3.5822, 0.9991, 2.4309, 1, 0.4216, 0.9068 
3.9447, 0.9991, 2.4308, 2, 0.4217, 0.9068 
