bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 0.9484,  NaN, 1, 0.9518, 0.3067 
-222.0000,  NaN, -2.9679, 1, 0.5041, -0.8636 
-2.9413, 0.7032, -2.9413, 0, 0.6057, -0.7957 
-2.5789, 0.8169, -2.6246, 2, 0.8357, -0.5491 
-2.2165, 0.8169, -2.6246, 2, 0.8357, -0.5491 
-1.8541, 0.8450, -2.0397, 2, 0.9628, -0.2704 
-1.4917, 0.8450, -2.0396, 2, 0.9628, -0.2704 
-1.1292, 0.8450, -2.0396, 1, 0.9628, -0.2704 
-0.7668, 0.9047, -0.7668, 2, 0.9922, 0.1244 
-0.4044, 0.9345, -0.4044, 1, 0.9801, 0.1983 
-0.0420, 0.9477, -0.0428, 1, 0.9614, 0.2752 
0.3205, 0.9484, 0.0730, 1, 0.9518, 0.3067 
0.6829, 0.9484, 0.0731, 1, 0.9518, 0.3067 
1.0453, 0.9484, 0.0731, 1, 0.9518, 0.3067 
1.4077, 0.9484, 0.0731, 2, 0.9518, 0.3067 
1.7701, 0.9484, 0.0731, 2, 0.9518, 0.3067 
2.1326, 0.9484, 0.0731, 2, 0.9518, 0.3067 
2.4950, 0.9484, 0.0731, 2, 0.9518, 0.3067 
2.8574, 0.9484, 0.0731, 2, 0.9518, 0.3067 
3.2198, 0.9484, 0.0731, 1, 0.9518, 0.3067 
3.5822, 0.9484, 0.0731, 1, 0.9518, 0.3067 
3.9447, 0.9484, 0.0731, 2, 0.9518, 0.3067 
