bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.6254,  NaN, 1, -0.3654, 0.9308 
-222.0000,  NaN, -2.9841, 1, 0.5639, 0.8258 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.6238, 3.9740, -2.6238, 1, 0.1363, 0.9907 
-2.2572, 4.3460, -2.2572, 2, -0.0605, 0.9982 
-1.8906, 4.5374, -1.8906, 1, -0.1974, 0.9803 
-1.5240, 4.6172, -1.5240, 1, -0.3163, 0.9486 
-1.1574, 4.6254, -1.3667, 1, -0.3654, 0.9308 
-0.7908, 4.6254, -1.3667, 2, -0.3654, 0.9308 
-0.4243, 4.6254, -1.3667, 1, -0.3654, 0.9308 
-0.0577, 4.6254, -1.3667, 1, -0.3654, 0.9308 
0.3089, 4.6254, -1.3667, 2, -0.3654, 0.9308 
0.6755, 4.6254, -1.3667, 2, -0.3654, 0.9308 
1.0421, 4.6254, -1.3667, 2, -0.3654, 0.9308 
1.4087, 4.6254, -1.3667, 2, -0.3654, 0.9308 
1.7752, 4.6254, -1.3667, 1, -0.3654, 0.9308 
2.1418, 4.6254, -1.3667, 2, -0.3654, 0.9308 
2.5084, 4.6254, -1.3667, 2, -0.3654, 0.9308 
2.8750, 4.6254, -1.3667, 2, -0.3654, 0.9308 
3.2416, 4.6254, -1.3667, 1, -0.3654, 0.9308 
3.6082, 4.6254, -1.3667, 2, -0.3654, 0.9308 
3.9748, 4.6254, -1.3667, 1, -0.3654, 0.9308 
