bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9732,  NaN, 1, 0.9586, 0.2848 
-222.0000,  NaN, -0.0195, 2, -0.2187, -0.9758 
0.0272, 0.0950, 0.0272, 1, 0.0441, -0.9990 
0.0779, 0.2588, 0.0779, 1, 0.1341, -0.9910 
0.1286, 0.3917, 0.1286, 1, 0.2134, -0.9770 
0.1794, 0.4994, 0.1794, 1, 0.2809, -0.9597 
0.2301, 0.6382, 0.2301, 1, 0.3463, -0.9381 
0.2808, 0.7903, 0.2808, 1, 0.4212, -0.9070 
0.3315, 0.9368, 0.3315, 2, 0.5217, -0.8531 
0.3823, 1.0477, 0.3823, 1, 0.6115, -0.7912 
0.4330, 1.1517, 0.4330, 1, 0.6871, -0.7266 
0.4837, 1.2579, 0.4837, 2, 0.7573, -0.6531 
0.5345, 1.3561, 0.5345, 1, 0.8163, -0.5776 
0.5852, 1.4439, 0.5852, 2, 0.8614, -0.5079 
0.6359, 1.5536, 0.6359, 1, 0.9079, -0.4192 
0.6866, 1.7049, 0.6866, 2, 0.9633, -0.2684 
0.7374, 1.7845, 0.7374, 2, 0.9871, -0.1603 
0.7881, 1.8737, 0.7881, 1, 0.9999, -0.0108 
0.8388, 1.9722, 0.8385, 2, 0.9684, 0.2495 
0.8895, 1.9732, 0.8550, 1, 0.9586, 0.2848 
0.9403, 1.9732, 0.8550, 1, 0.9586, 0.2848 
0.9910, 1.9732, 0.8550, 2, 0.9586, 0.2848 
