bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8638,  NaN, 1, 0.9548, 0.2971 
-222.0000,  NaN, -0.0085, 1, -0.8678, -0.4968 
0.0272, -0.3197, 0.0272, 2, -0.2139, -0.9768 
0.0779, -0.1531, 0.0779, 1, -0.0907, -0.9959 
0.1286, 0.1467, 0.1286, 1, 0.1461, -0.9893 
0.1794, 0.3748, 0.1794, 1, 0.2999, -0.9540 
0.2301, 0.5591, 0.2301, 1, 0.4162, -0.9093 
0.2808, 0.7141, 0.2808, 1, 0.5278, -0.8494 
0.3315, 0.8511, 0.3315, 2, 0.6122, -0.7907 
0.3823, 0.9866, 0.3823, 2, 0.6886, -0.7251 
0.4330, 1.1225, 0.4330, 2, 0.7592, -0.6509 
0.4837, 1.2353, 0.4837, 1, 0.8173, -0.5762 
0.5345, 1.3719, 0.5345, 1, 0.8834, -0.4686 
0.5852, 1.4909, 0.5852, 2, 0.9263, -0.3769 
0.6359, 1.5872, 0.6359, 1, 0.9540, -0.2999 
0.6866, 1.6622, 0.6866, 1, 0.9788, -0.2048 
0.7374, 1.7826, 0.7374, 1, 0.9998, -0.0202 
0.7881, 1.8177, 0.7881, 2, 0.9963, 0.0862 
0.8388, 1.0736, 0.8388, 2, 0.0942, 0.9956 
0.8895, 1.8638, 0.8566, 1, 0.9548, 0.2971 
0.9403, 1.8638, 0.8565, 2, 0.9548, 0.2971 
0.9910, 1.8638, 0.8566, 2, 0.9548, 0.2971 
