bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.5760,  NaN, 1, -0.8946, 0.4468 
-222.0000,  NaN, -3.0917, 1, 0.4844, 0.8749 
-2.8543, 1.1077, -2.8543, 1, 0.0843, 0.9964 
-2.5020, 1.2149, -2.5020, 1, -0.1288, 0.9917 
-2.1497, 1.3143, -2.1497, 1, -0.2789, 0.9603 
-1.7975, 1.4020, -1.7975, 1, -0.4184, 0.9082 
-1.4452, 1.4558, -1.4453, 2, -0.5253, 0.8509 
-1.0930, 1.4809, -1.0930, 1, -0.6046, 0.7965 
-0.7407, 1.5186, -0.7407, 0, -0.6725, 0.7401 
-0.3885, 1.5348, -0.4076, 1, -0.7300, 0.6834 
-0.0362, 1.5421, -0.0362, 1, -0.8125, 0.5829 
0.3160, 1.5722, 0.3160, 1, -0.8776, 0.4795 
0.6683, 1.5760, 0.4438, 1, -0.8946, 0.4468 
1.0205, 1.5760, 0.4438, 2, -0.8946, 0.4468 
1.3728, 1.5760, 0.4438, 2, -0.8946, 0.4468 
1.7250, 1.5760, 0.4434, 1, -0.8946, 0.4469 
2.0773, 1.5760, 0.4437, 1, -0.8946, 0.4469 
2.4295, 1.5760, 0.4438, 2, -0.8946, 0.4468 
2.7818, 1.5760, 0.4436, 2, -0.8946, 0.4469 
3.1340, 1.5760, 0.4438, 1, -0.8946, 0.4468 
3.4863, 1.5760, 0.4438, 1, -0.8946, 0.4468 
3.8385, 1.5760, 0.4436, 2, -0.8946, 0.4469 
