bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2393,  NaN, 1, -0.3917, 0.9201 
-222.0000,  NaN, -0.6158, 1, -0.5921, -0.8059 
-0.6133, 0.3388, -0.6133, 0, -0.6284, -0.7779 
-0.4959, 0.5385, -0.4959, 1, -0.8712, -0.4910 
-0.3785, 0.6988, -0.3785, 1, -0.9566, -0.2913 
-0.2611, 0.8062, -0.2611, 1, -0.9913, -0.1315 
-0.1436, 0.9097, -0.1436, 1, -1.0000, -0.0052 
-0.0262, 0.9997, -0.0262, 1, -0.9941, 0.1082 
0.0912, 1.0690, 0.0912, 2, -0.9790, 0.2040 
0.2086, 1.1020, 0.2086, 1, -0.9518, 0.3067 
0.3261, 1.1411, 0.3261, 1, -0.9135, 0.4069 
0.4435, 1.1834, 0.4435, 1, -0.8726, 0.4885 
0.5609, 1.2003, 0.5609, 1, -0.8162, 0.5778 
0.6783, -0.0661, 0.6783, 2, 0.8751, -0.4839 
0.7958, 1.2265, 0.7958, 1, -0.6726, 0.7400 
0.9132, 1.2316, 0.9132, 1, -0.5881, 0.8088 
1.0306, 1.2370, 1.0306, 2, -0.5093, 0.8606 
1.1481, 1.2390, 1.1472, 1, -0.4346, 0.9006 
1.2655, 1.2393, 1.1950, 1, -0.3917, 0.9201 
1.3829, 1.2393, 1.1950, 1, -0.3917, 0.9201 
1.5003, 1.2393, 1.1950, 1, -0.3917, 0.9201 
1.6178, 1.2393, 1.1950, 2, -0.3917, 0.9201 
