bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8566,  NaN, 1, 0.9697, 0.2443 
-222.0000,  NaN, -0.0237, 2, -0.5839, -0.8118 
0.0272, -0.4107, 0.0272, 2, -0.3822, -0.9241 
0.0779, 0.1988, 0.0779, 2, 0.0771, -0.9970 
0.1286, 0.3112, 0.1286, 1, 0.1736, -0.9848 
0.1794, 0.4289, 0.1794, 1, 0.2581, -0.9661 
0.2301, 0.5495, 0.2301, 1, 0.3617, -0.9323 
0.2808, 0.6885, 0.2808, 1, 0.4640, -0.8858 
0.3315, 0.8135, 0.3315, 1, 0.5456, -0.8380 
0.3823, 0.9239, 0.3823, 1, 0.6189, -0.7854 
0.4330, 1.0547, 0.4330, 2, 0.7113, -0.7029 
0.4837, 1.1512, 0.4837, 1, 0.7673, -0.6412 
0.5345, 1.2417, 0.5345, 1, 0.8198, -0.5727 
0.5852, 1.3785, 0.5852, 2, 0.8851, -0.4653 
0.6359, 1.4640, 0.6359, 1, 0.9193, -0.3936 
0.6866, 1.5297, 0.6866, 1, 0.9452, -0.3264 
0.7374, 1.6361, 0.7374, 1, 0.9769, -0.2139 
0.7881, 1.8000, 0.7881, 1, 0.9998, 0.0218 
0.8388, 1.8509, 0.8388, 2, 0.9842, 0.1770 
0.8895, 1.8566, 0.8794, 2, 0.9697, 0.2443 
0.9403, 1.8566, 0.8794, 2, 0.9697, 0.2443 
0.9910, 1.8566, 0.8794, 1, 0.9697, 0.2443 
