bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 3.7476,  NaN, 1, 0.7408, -0.6717 
-222.0000,  NaN, -0.8425, 1, 0.8221, -0.5693 
-0.8396, 3.7221, -0.8398, 2, 0.8063, -0.5915 
-0.6980, 3.7476, -0.8201, 2, 0.7408, -0.6717 
-0.5564, 3.7476, -0.8201, 2, 0.7408, -0.6717 
-0.4148, 3.7476, -0.8201, 0, 0.7408, -0.6717 
-0.2732, 3.7476, -0.8201, 2, 0.7408, -0.6717 
-0.1316, 3.7476, -0.8201, 2, 0.7408, -0.6717 
0.0100, 3.7476, -0.8201, 2, 0.7408, -0.6717 
0.1516, 3.7476, -0.8201, 2, 0.7408, -0.6717 
0.2932, 3.7476, -0.8201, 2, 0.7408, -0.6717 
0.4348, 3.7476, -0.8201, 2, 0.7408, -0.6717 
0.5764, 3.7476, -0.8201, 2, 0.7408, -0.6717 
0.7180, 3.7476, -0.8201, 1, 0.7408, -0.6717 
0.8596, 3.7476, -0.8201, 0, 0.7408, -0.6717 
1.0012, 3.7476, -0.8201, 2, 0.7408, -0.6717 
1.1428, 3.7476, -0.8201, 2, 0.7408, -0.6717 
1.2844, 3.7476, -0.8201, 2, 0.7408, -0.6717 
1.4260, 3.7476, -0.8201, 2, 0.7408, -0.6717 
1.5676, 3.7476, -0.8201, 2, 0.7408, -0.6717 
1.7092, 3.7476, -0.8201, 2, 0.7408, -0.6717 
1.8508, 3.7476, -0.8201, 2, 0.7408, -0.6717 
