bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 0.9006,  NaN, 1, 0.9718, 0.2357 
-222.0000,  NaN, -2.9450, 1, 0.5084, -0.8611 
-2.9413, 0.6117, -2.9413, 0, 0.5469, -0.8372 
-2.5789, 0.6936, -2.5789, 1, 0.8435, -0.5371 
-2.2165, 0.7403, -2.2165, 1, 0.9246, -0.3809 
-1.8541, 0.7960, -1.8541, 0, 0.9731, -0.2305 
-1.4917, 0.7978, -1.7496, 1, 0.9820, -0.1891 
-1.1292, 0.8395, -1.1292, 1, 0.9999, 0.0123 
-0.7668, 0.8715, -0.7668, 1, 0.9924, 0.1228 
-0.4044, 0.7978, -1.7496, 2, 0.9820, -0.1891 
-0.0420, 0.9006, -0.3749, 1, 0.9718, 0.2357 
0.3205, 0.9006, -0.3749, 1, 0.9718, 0.2357 
0.6829, 0.9006, -0.3749, 2, 0.9718, 0.2357 
1.0453, 0.9006, -0.3749, 2, 0.9718, 0.2357 
1.4077, 0.9006, -0.3749, 1, 0.9718, 0.2357 
1.7701, 0.9006, -0.3749, 2, 0.9718, 0.2357 
2.1326, 0.9006, -0.3749, 2, 0.9718, 0.2357 
2.4950, 0.9006, -0.3749, 2, 0.9718, 0.2357 
2.8574, 0.9006, -0.3749, 1, 0.9718, 0.2357 
3.2198, 0.9006, -0.3749, 1, 0.9718, 0.2357 
3.5822, 0.9006, -0.3749, 1, 0.9718, 0.2357 
3.9447, 0.9006, -0.3749, 1, 0.9718, 0.2357 
