bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2530,  NaN, 1, -0.5437, 0.8393 
-222.0000,  NaN, -0.7179, 1, -0.5848, -0.8112 
-0.6133, 0.5480, -0.6133, 2, -0.8776, -0.4793 
-0.4959, 0.6727, -0.4959, 1, -0.9559, -0.2938 
-0.3785, 0.8134, -0.3785, 1, -0.9965, -0.0839 
-0.2611, 0.8900, -0.2611, 1, -0.9989, 0.0463 
-0.1436, 0.9388, -0.1436, 2, -0.9840, 0.1781 
-0.0262, 0.9727, -0.0262, 1, -0.9584, 0.2854 
0.0912, 1.0416, 0.0912, 1, -0.9221, 0.3869 
0.2086, 1.0979, 0.2086, 2, -0.8758, 0.4827 
0.3261, 1.1318, 0.3261, 1, -0.8230, 0.5680 
0.4435, 1.1737, 0.4435, 1, -0.7654, 0.6435 
0.5609, 1.2161, 0.5609, 2, -0.7027, 0.7115 
0.6783, 1.2423, 0.6783, 1, -0.6300, 0.7766 
0.7958, 1.2530, 0.7890, 2, -0.5438, 0.8392 
0.9132, 1.2530, 0.7892, 1, -0.5437, 0.8393 
1.0306, 1.2530, 0.7892, 1, -0.5437, 0.8393 
1.1481, 1.2530, 0.7892, 1, -0.5437, 0.8393 
1.2655, 1.2530, 0.7892, 2, -0.5437, 0.8393 
1.3829, 1.2530, 0.7892, 2, -0.5437, 0.8393 
1.5003, 1.2530, 0.7891, 2, -0.5437, 0.8393 
1.6178, 1.2530, 0.7892, 1, -0.5437, 0.8393 
