bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9401,  NaN, 1, 0.9531, 0.3027 
-222.0000,  NaN, 0.1266, 1, -0.6791, -0.7340 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
0.1286, -0.6051, 0.1286, 2, -0.6114, -0.7913 
0.1794, -0.2760, 0.1794, 1, -0.2797, -0.9601 
0.2301, 0.0735, 0.2301, 1, -0.0012, -1.0000 
0.2808, 0.2431, 0.2808, 1, 0.1487, -0.9889 
0.3315, 0.4273, 0.3315, 1, 0.2837, -0.9589 
0.3823, 0.6805, 0.3823, 1, 0.4247, -0.9053 
0.4330, 1.0130, 0.4330, 2, 0.6028, -0.7979 
0.4837, 1.2089, 0.4837, 1, 0.7178, -0.6962 
0.5345, 1.5887, 0.5345, 2, 0.8985, -0.4390 
0.5852, 1.6791, 0.5852, 1, 0.9403, -0.3405 
0.6359, 1.7637, 0.6359, 1, 0.9734, -0.2290 
0.6866, 1.8461, 0.6866, 1, 0.9938, -0.1111 
0.7374, 1.8885, 0.7374, 1, 0.9997, -0.0242 
0.7881, 1.9150, 0.7881, 1, 0.9982, 0.0603 
0.8388, 1.9309, 0.8388, 1, 0.9858, 0.1681 
0.8895, 1.9401, 0.8822, 2, 0.9531, 0.3027 
0.9403, 1.9401, 0.8822, 1, 0.9531, 0.3027 
0.9910, 1.9401, 0.8822, 1, 0.9531, 0.3027 
