bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 3.8409,  NaN, 1, 0.7003, -0.7138 
-222.0000,  NaN, -0.7699, 1, 0.9116, -0.4111 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-0.6980, 3.8217, -0.6980, 2, 0.7615, -0.6482 
-0.5564, 3.8409, -0.6508, 1, 0.7003, -0.7138 
-0.4148, 3.8409, -0.6508, 1, 0.7003, -0.7138 
-0.2732, 3.8409, -0.6508, 1, 0.7003, -0.7138 
-0.1316, 3.8409, -0.6508, 1, 0.7003, -0.7138 
0.0100, 3.8409, -0.6508, 1, 0.7003, -0.7138 
0.1516, 3.8409, -0.6508, 1, 0.7003, -0.7138 
0.2932, 3.8409, -0.6508, 2, 0.7003, -0.7138 
0.4348, 3.8409, -0.6508, 2, 0.7003, -0.7138 
0.5764, 3.8409, -0.6508, 2, 0.7003, -0.7138 
0.7180, 3.8409, -0.6508, 2, 0.7003, -0.7138 
0.8596, 3.8409, -0.6508, 2, 0.7004, -0.7138 
1.0012, 3.8409, -0.6508, 2, 0.7003, -0.7138 
1.1428, 3.8409, -0.6508, 2, 0.7003, -0.7138 
1.2844, 3.8409, -0.6508, 1, 0.7003, -0.7138 
1.4260, 3.8409, -0.6508, 2, 0.7003, -0.7138 
1.5676, 3.8409, -0.6508, 1, 0.7003, -0.7138 
1.7092, 3.8409, -0.6508, 1, 0.7003, -0.7138 
1.8508, 3.8409, -0.6508, 2, 0.7003, -0.7138 
