bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.8515,  NaN, 1, 0.9615, 0.2749 
-222.0000,  NaN, -0.0159, 2, -0.8965, -0.4430 
0.0272, -0.8554, 0.0272, 1, -0.6736, -0.7391 
0.0779, -0.7517, 0.0779, 1, -0.5371, -0.8435 
0.1286, -0.6025, 0.1286, 1, -0.3934, -0.9194 
0.1794, -0.3705, 0.1794, 1, -0.1717, -0.9852 
0.2301, -0.1054, 0.2301, 1, 0.0086, -1.0000 
0.2808, 0.2902, 0.2808, 1, 0.2830, -0.9591 
0.3315, 0.5419, 0.3315, 2, 0.4311, -0.9023 
0.3823, 0.7888, 0.3823, 1, 0.5495, -0.8355 
0.4330, -0.1916, 0.4330, 2, -0.6564, 0.7544 
0.4837, 1.1782, 0.4837, 1, 0.7345, -0.6787 
0.5345, 1.3471, 0.5345, 2, 0.8386, -0.5447 
0.5852, 1.5475, 0.5852, 1, 0.9279, -0.3728 
0.6359, 1.6557, 0.6359, 2, 0.9752, -0.2211 
0.6866, 1.7376, 0.6866, 1, 0.9962, -0.0870 
0.7374, 1.8211, 0.7374, 2, 0.9968, 0.0804 
0.7881, 1.6245, 0.7881, 2, 0.5528, 0.8333 
0.8388, 1.8515, 0.8314, 1, 0.9615, 0.2749 
0.8895, 1.8515, 0.8314, 1, 0.9615, 0.2749 
0.9403, 1.8515, 0.8314, 1, 0.9615, 0.2749 
0.9910, 1.8515, 0.8314, 1, 0.9615, 0.2749 
