bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.8633,  NaN, 1, -0.7246, -0.6892 
-222.0000,  NaN, -3.2675, 1, 0.9782, -0.2078 
-3.1899, -1.6339, -3.1899, 1, 0.9149, -0.4037 
-2.8012, -0.3845, -2.8012, 1, 0.7601, -0.6498 
-2.4125, 0.4386, -2.4125, 1, 0.6481, -0.7616 
-2.0238, 1.1255, -2.0238, 1, 0.5312, -0.8472 
-1.6351, 1.7050, -1.6351, 1, 0.4145, -0.9101 
-1.2464, 2.2122, -1.2464, 1, 0.2869, -0.9580 
-0.8577, 2.6611, -0.8577, 1, 0.1725, -0.9850 
-0.4690, 3.0555, -0.4690, 1, 0.0649, -0.9979 
-0.0803, 3.4137, -0.0803, 1, -0.0256, -0.9997 
0.3083, 3.7420, 0.3083, 1, -0.1153, -0.9933 
0.6970, 4.0330, 0.6970, 1, -0.2213, -0.9752 
1.0857, 4.2813, 1.0857, 1, -0.3215, -0.9469 
1.4744, 4.4922, 1.4744, 1, -0.4110, -0.9116 
1.8631, 4.6640, 1.8631, 2, -0.5134, -0.8582 
2.2518, 4.7867, 2.2511, 1, -0.6026, -0.7980 
2.6405, 4.8601, 2.6401, 1, -0.7019, -0.7123 
3.0292, 4.8633, 2.7209, 1, -0.7245, -0.6892 
3.4179, 4.8633, 2.7208, 1, -0.7245, -0.6892 
3.8066, 4.8633, 2.7209, 1, -0.7246, -0.6892 
4.1953, 4.8633, 2.7209, 2, -0.7246, -0.6892 
