bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.6401,  NaN, 1, -0.9075, 0.4201 
-222.0000,  NaN, -2.7833, 1, 0.4252, 0.9051 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5020, 0.9440, -2.5020, 1, 0.0660, 0.9978 
-2.1497, 1.1136, -2.1497, 1, -0.1371, 0.9906 
-1.7975, 1.2590, -1.7975, 1, -0.2848, 0.9586 
-1.4452, 1.3981, -1.4452, 2, -0.4234, 0.9059 
-1.0930, 1.5011, -1.0930, 1, -0.5329, 0.8462 
-0.7407, 1.5525, -0.7407, 1, -0.6426, 0.7662 
-0.3885, 1.5836, -0.3886, 2, -0.7345, 0.6786 
-0.0362, 1.6011, -0.0362, 1, -0.8121, 0.5835 
0.3160, 1.6275, 0.3160, 2, -0.8698, 0.4935 
0.6683, 1.6401, 0.6179, 1, -0.9075, 0.4201 
1.0205, 1.6401, 0.6180, 1, -0.9075, 0.4201 
1.3728, 1.6401, 0.6180, 2, -0.9075, 0.4201 
1.7250, 1.6401, 0.6180, 2, -0.9075, 0.4201 
2.0773, 1.6401, 0.6179, 1, -0.9075, 0.4201 
2.4295, 1.6401, 0.6180, 1, -0.9075, 0.4201 
2.7818, 1.6401, 0.6180, 1, -0.9075, 0.4201 
3.1340, 1.6401, 0.6180, 1, -0.9075, 0.4201 
3.4863, 1.6401, 0.6179, 1, -0.9075, 0.4201 
3.8385, 1.6401, 0.6179, 1, -0.9075, 0.4201 
