bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.9483,  NaN, 1, 0.9417, 0.3365 
-222.0000,  NaN, 0.0783, 2, -0.1943, -0.9809 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
0.1286, 0.2644, 0.1286, 2, 0.1414, -0.9900 
0.1794, 0.4526, 0.1794, 1, 0.3156, -0.9489 
0.2301, 0.8477, 0.2301, 1, 0.5938, -0.8046 
0.2808, 1.1336, 0.2808, 2, 0.7426, -0.6697 
0.3315, 1.2819, 0.3315, 1, 0.8171, -0.5765 
0.3823, 1.4399, 0.3823, 1, 0.8728, -0.4881 
0.4330, 1.6082, 0.4330, 1, 0.9350, -0.3546 
0.4837, 1.7836, 0.4837, 1, 0.9870, -0.1606 
0.5345, 1.8600, 0.5345, 1, 0.9999, -0.0171 
0.5852, 1.9237, 0.5852, 2, 0.9901, 0.1406 
0.6359, 1.9457, 0.6359, 1, 0.9611, 0.2760 
0.6866, 1.9483, 0.6584, 1, 0.9417, 0.3364 
0.7374, 1.9483, 0.6584, 1, 0.9417, 0.3364 
0.7881, 1.9483, 0.6584, 1, 0.9417, 0.3365 
0.8388, 1.9483, 0.6584, 1, 0.9417, 0.3364 
0.8895, 1.9483, 0.6584, 1, 0.9417, 0.3364 
0.9403, 1.9483, 0.6584, 2, 0.9417, 0.3365 
0.9910, 1.9483, 0.6584, 1, 0.9417, 0.3364 
