bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.2036,  NaN, 1, -0.6388, 0.7694 
-222.0000,  NaN, -3.4131, 1, -0.8189, 0.5739 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-3.0101, 1.2036, -3.1692, 2, -0.6388, 0.7693 
-2.5977, 1.2036, -3.1692, 1, -0.6388, 0.7693 
-2.1852, 1.2036, -3.1692, 1, -0.6388, 0.7693 
-1.7728, 1.2036, -3.1692, 1, -0.6388, 0.7693 
-1.3604, 1.2036, -3.1692, 1, -0.6388, 0.7694 
-0.9479, 1.2036, -3.1692, 1, -0.6388, 0.7693 
-0.5355, 1.2036, -3.1692, 2, -0.6388, 0.7693 
-0.1230, 1.2036, -3.1692, 1, -0.6388, 0.7693 
0.2894, 1.2036, -3.1692, 2, -0.6388, 0.7694 
0.7018, 1.2036, -3.1692, 2, -0.6388, 0.7693 
1.1143, 1.2036, -3.1692, 2, -0.6388, 0.7694 
1.5267, 1.2036, -3.1692, 2, -0.6388, 0.7693 
1.9391, 1.2036, -3.1692, 1, -0.6388, 0.7694 
2.3516, 1.2036, -3.1692, 2, -0.6388, 0.7694 
2.7640, 1.2036, -3.1692, 2, -0.6388, 0.7693 
3.1765, 1.2036, -3.1692, 1, -0.6388, 0.7694 
3.5889, 1.2036, -3.1692, 1, -0.6388, 0.7694 
4.0013, 1.2036, -3.1692, 1, -0.6388, 0.7693 
4.4138, 1.2036, -3.1692, 2, -0.6388, 0.7693 
