bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 4.4264,  NaN, 1, -0.4289, 0.9033 
-222.0000,  NaN, -2.9466, 1, 0.5633, 0.8262 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.6238, 3.8481, -2.6238, 1, 0.1264, 0.9920 
-2.2572, 4.2006, -2.2572, 1, -0.1070, 0.9943 
-1.8906, 4.3628, -1.8906, 1, -0.2634, 0.9647 
-1.5240, 4.4247, -1.5248, 0, -0.4081, 0.9130 
-1.1574, 4.4264, -1.4536, 2, -0.4289, 0.9033 
-0.7908, 4.4264, -1.4536, 2, -0.4289, 0.9033 
-0.4243, 4.4264, -1.4536, 2, -0.4289, 0.9033 
-0.0577, 4.4264, -1.4536, 1, -0.4289, 0.9033 
0.3089, 4.4264, -1.4536, 2, -0.4289, 0.9033 
0.6755, 4.4264, -1.4536, 2, -0.4289, 0.9033 
1.0421, 4.4264, -1.4536, 1, -0.4289, 0.9033 
1.4087, 4.4264, -1.4536, 2, -0.4289, 0.9033 
1.7752, 4.4264, -1.4536, 2, -0.4289, 0.9033 
2.1418, 4.4264, -1.4536, 2, -0.4289, 0.9033 
2.5084, 4.4264, -1.4536, 1, -0.4289, 0.9033 
2.8750, 4.4264, -1.4536, 2, -0.4289, 0.9033 
3.2416, 4.4264, -1.4536, 1, -0.4289, 0.9033 
3.6082, 4.4264, -1.4536, 1, -0.4289, 0.9033 
3.9748, 4.4264, -1.4536, 1, -0.4289, 0.9033 
