bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 0.8176,  NaN, 2, 0.7701, 0.6379 
-222.0000,  NaN, -3.0826, 1, 0.4888, -0.8724 
-2.9413, 0.4899, -2.9413, 1, 0.7379, -0.6749 
-2.5789, 0.6502, -2.5789, 0, 0.8882, -0.4595 
-2.2165, 0.6808, -2.2165, 1, 0.9421, -0.3354 
-1.8541, 0.7210, -1.8541, 1, 0.9781, -0.2084 
-1.4917, 0.7434, -1.6174, 1, 0.9926, -0.1214 
-1.1292, 0.7434, -1.6174, 2, 0.9926, -0.1214 
-0.7668, 0.7434, -1.6174, 2, 0.9926, -0.1214 
-0.4044, 0.7434, -1.6174, 1, 0.9926, -0.1214 
-0.0420, 0.7434, -1.6174, 1, 0.9926, -0.1214 
0.3205, 0.7670, 0.3204, 1, 0.8956, 0.4448 
0.6829, 0.7885, 0.6829, 2, 0.8439, 0.5365 
1.0453, 0.7434, -1.6174, 2, 0.9926, -0.1214 
1.4077, 0.8176, 1.1086, 2, 0.7701, 0.6379 
1.7701, 0.8176, 1.1086, 1, 0.7701, 0.6379 
2.1326, 0.8176, 1.1071, 2, 0.7704, 0.6376 
2.4950, 0.8176, 1.1086, 2, 0.7701, 0.6379 
2.8574, 0.8176, 1.1086, 2, 0.7701, 0.6379 
3.2198, 0.8176, 1.1086, 2, 0.7701, 0.6379 
3.5822, 0.8176, 1.1086, 1, 0.7701, 0.6379 
3.9447, 0.8176, 1.1085, 1, 0.7701, 0.6379 
