bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 0.7799,  NaN, 1, 0.8399, 0.5427 
-222.0000,  NaN, -2.8869, 1, 0.4669, -0.8843 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-2.5789, 0.5716, -2.5789, 2, 0.8063, -0.5915 
-2.2165, 0.6816, -2.2171, 0, 0.9155, -0.4024 
-1.8541, 0.6914, -1.8565, 1, 0.9634, -0.2682 
-1.4917, 0.7045, -1.4917, 1, 0.9918, -0.1278 
-1.1292, 0.7368, -1.1292, 1, 1.0000, -0.0019 
-0.7668, 0.7439, -0.8372, 2, 0.9948, 0.1015 
-0.4044, 0.7439, -0.8369, 1, 0.9948, 0.1016 
-0.0420, 0.7439, -0.8369, 2, 0.9948, 0.1016 
0.3205, 0.7704, 0.3204, 2, 0.8977, 0.4405 
0.6829, 0.7439, -0.8369, 2, 0.9948, 0.1016 
1.0453, 0.7799, 0.6539, 2, 0.8399, 0.5427 
1.4077, 0.7799, 0.6539, 1, 0.8399, 0.5427 
1.7701, 0.7439, -0.8369, 1, 0.9948, 0.1016 
2.1326, 0.7799, 0.6539, 1, 0.8399, 0.5427 
2.4950, 0.7799, 0.6539, 1, 0.8399, 0.5427 
2.8574, 0.7799, 0.6539, 1, 0.8399, 0.5427 
3.2198, 0.7799, 0.6539, 1, 0.8399, 0.5427 
3.5822, 0.7799, 0.6538, 1, 0.8399, 0.5427 
3.9447, 0.7799, 0.6539, 2, 0.8399, 0.5427 
