bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 1.7089,  NaN, 1, -0.7799, 0.6259 
-222.0000,  NaN, -3.1638, 1, 0.3175, 0.9483 
-2.8543, 1.2146, -2.8543, 2, -0.0779, 0.9970 
-2.5020, 1.3207, -2.5020, 1, -0.2346, 0.9721 
-2.1497, 1.4022, -2.1497, 1, -0.3320, 0.9433 
-1.7975, 1.5017, -1.7975, 1, -0.4304, 0.9026 
-1.4452, 1.6297, -1.4452, 2, -0.5466, 0.8374 
-1.0930, 1.6756, -1.0930, 2, -0.6343, 0.7730 
-0.7407, 1.6931, -0.7407, 1, -0.7070, 0.7072 
-0.3885, 1.7089, -0.4091, 2, -0.7798, 0.6260 
-0.0362, 1.7089, -0.4089, 2, -0.7799, 0.6259 
0.3160, 1.7089, -0.4089, 1, -0.7799, 0.6259 
0.6683, 1.7089, -0.4089, 2, -0.7799, 0.6259 
1.0205, 1.7089, -0.4089, 2, -0.7799, 0.6259 
1.3728, 1.7089, -0.4089, 1, -0.7799, 0.6259 
1.7250, 1.7089, -0.4090, 2, -0.7799, 0.6259 
2.0773, 1.7089, -0.4089, 2, -0.7799, 0.6259 
2.4295, 1.7089, -0.4089, 1, -0.7799, 0.6259 
2.7818, 1.7089, -0.4090, 2, -0.7799, 0.6259 
3.1340, 1.7089, -0.4089, 2, -0.7799, 0.6259 
3.4863, 1.7089, -0.4089, 2, -0.7799, 0.6259 
3.8385, 1.7089, -0.4089, 2, -0.7799, 0.6259 
